"Sample","White Noise","Golden Ratio","Blue Noise","Projective Blue Noise"
"581","0.006707","0.001977","0.008697","0.002837"
"582","0.006895","0.002238","0.008728","0.002509"
"583","0.007314","0.002108","0.008138","0.003062"
"584","0.007042","0.001870","0.008691","0.002622"
"585","0.006776","0.002308","0.008406","0.002619"
"586","0.006086","0.002162","0.008615","0.002386"
"587","0.006169","0.001889","0.009065","0.002689"
"588","0.006288","0.001370","0.008985","0.002693"
"589","0.006324","0.001497","0.008541","0.002917"
"590","0.006345","0.002188","0.008322","0.003268"
"591","0.006621","0.001716","0.007820","0.002879"
"592","0.006500","0.001820","0.007221","0.002335"
"593","0.006869","0.001587","0.007558","0.002087"
"594","0.007004","0.002033","0.007734","0.002017"
"595","0.006782","0.001377","0.007659","0.002042"
"596","0.007078","0.001245","0.008153","0.002284"
"597","0.006477","0.001706","0.008247","0.002490"
"598","0.006646","0.001776","0.008013","0.002862"
"599","0.006565","0.001513","0.008559","0.003030"
"600","0.006607","0.001110","0.007899","0.003496"
"601","0.007088","0.001359","0.008337","0.003502"
"602","0.006606","0.001052","0.008316","0.003183"
"603","0.006220","0.000639","0.008118","0.003200"
"604","0.006279","0.000728","0.008409","0.002989"
"605","0.005964","0.000654","0.008359","0.003501"
"606","0.005496","0.001219","0.008628","0.003368"
"607","0.005711","0.000634","0.008106","0.003941"
"608","0.005433","0.000566","0.008375","0.003701"
"609","0.005623","0.000172","0.008909","0.003488"
"610","0.005926","0.000433","0.008499","0.003789"
"611","0.006016","0.000145","0.008478","0.004070"
"612","0.005367","0.000156","0.008355","0.004587"
"613","0.005125","0.000150","0.008001","0.005087"
"614","0.004825","0.000036","0.007484","0.004924"
"615","0.004655","0.000349","0.007611","0.004815"
"616","0.004053","0.000879","0.007046","0.005127"
"617","0.003394","0.000825","0.006999","0.005354"
"618","0.003367","0.000226","0.007202","0.005280"
"619","0.003771","0.000083","0.007572","0.005632"
"620","0.003823","0.000137","0.007549","0.005825"
"621","0.004243","0.000390","0.007705","0.005969"
"622","0.004569","0.000010","0.007076","0.005290"
"623","0.004523","0.000224","0.006899","0.005442"
"624","0.004328","0.000454","0.006454","0.005124"
"625","0.003840","0.000163","0.006944","0.005011"
"626","0.003899","0.000096","0.006485","0.005275"
"627","0.003658","0.000530","0.006256","0.005108"
"628","0.003551","0.000085","0.006298","0.005081"
"629","0.003184","0.000215","0.006589","0.005088"
"630","0.003454","0.000066","0.006665","0.004946"
"631","0.003509","0.000279","0.006857","0.005210"
"632","0.003884","0.000189","0.007046","0.004606"
"633","0.004160","0.000056","0.006575","0.004845"
"634","0.003517","0.000523","0.006370","0.004990"
"635","0.002982","0.000496","0.005984","0.005209"
"636","0.003367","0.000297","0.005809","0.005001"
"637","0.003402","0.000109","0.005937","0.004895"
"638","0.002965","0.000104","0.005828","0.005057"
"639","0.003329","0.000771","0.005569","0.005110"
"640","0.003277","0.000396","0.005740","0.005104"
"641","0.003755","0.000544","0.006160","0.005642"
"642","0.004015","0.000424","0.006373","0.005503"
"643","0.004537","0.000920","0.006928","0.005284"
"644","0.004834","0.000364","0.007177","0.005297"
"645","0.005064","0.000317","0.007297","0.005764"
"646","0.005117","0.000773","0.007736","0.005831"
"647","0.005046","0.000943","0.007596","0.005358"
"648","0.005611","0.000737","0.007728","0.005836"
"649","0.006077","0.000438","0.007245","0.005728"
"650","0.005951","0.000743","0.006844","0.005587"
"651","0.005910","0.000554","0.006898","0.005166"
"652","0.005941","0.000222","0.006334","0.005456"
"653","0.006559","0.000330","0.005997","0.005118"
"654","0.006262","0.000353","0.005924","0.005289"
"655","0.005663","0.000929","0.005332","0.005818"
"656","0.006196","0.000436","0.005645","0.005646"
"657","0.006135","0.000431","0.005718","0.005125"
"658","0.006485","0.000147","0.005451","0.004550"
"659","0.006814","0.000482","0.004870","0.003944"
"660","0.007126","0.000233","0.005092","0.004185"
"661","0.007264","0.000022","0.005324","0.003696"
"662","0.007827","0.000354","0.005045","0.003753"
"663","0.007870","0.000347","0.004869","0.004036"
"664","0.007503","0.000028","0.005059","0.003841"
"665","0.007560","0.000405","0.005429","0.003583"
"666","0.006919","0.000275","0.004865","0.003570"
"667","0.006991","0.000298","0.004546","0.003344"
"668","0.006405","0.000528","0.004113","0.003704"
"669","0.006432","0.000515","0.003544","0.003514"
"670","0.005936","0.000362","0.003411","0.003282"
"671","0.006192","0.000803","0.003367","0.003305"
"672","0.006682","0.000678","0.003483","0.003018"
"673","0.006427","0.000522","0.002832","0.003469"
"674","0.006198","0.000810","0.002351","0.003025"
"675","0.006400","0.000966","0.002110","0.002769"
"676","0.006030","0.001587","0.002150","0.002774"
"677","0.006293","0.001232","0.001988","0.002818"
"678","0.006690","0.001411","0.002146","0.002331"
"679","0.006244","0.001237","0.002492","0.002705"
"680","0.005947","0.001641","0.002506","0.002120"
"681","0.005702","0.001102","0.002277","0.002331"
"682","0.005295","0.001054","0.002651","0.002386"
"683","0.005402","0.001530","0.002963","0.001744"
"684","0.005685","0.001601","0.002890","0.001407"
"685","0.005600","0.001458","0.003377","0.001866"
"686","0.005918","0.001150","0.003095","0.002085"
"687","0.006257","0.001428","0.003333","0.002340"
"688","0.005990","0.001165","0.002744","0.002540"
"689","0.006544","0.000870","0.003269","0.002088"
"690","0.006740","0.001044","0.002666","0.002355"
"691","0.006104","0.001022","0.002856","0.002015"
"692","0.006510","0.001546","0.002356","0.002044"
"693","0.006414","0.001076","0.002188","0.001662"
"694","0.006374","0.001097","0.002433","0.001863"
"695","0.006452","0.000778","0.002466","0.002038"
"696","0.006038","0.001029","0.002419","0.002520"
"697","0.006182","0.000864","0.002406","0.002236"
"698","0.006398","0.000656","0.001774","0.002503"
"699","0.006647","0.000999","0.002212","0.002650"
"700","0.006736","0.000914","0.001625","0.002548"
"701","0.007241","0.000649","0.001964","0.002354"
"702","0.007483","0.000217","0.001956","0.001902"
"703","0.007364","0.000323","0.001827","0.001776"
"704","0.007413","0.000893","0.001885","0.002059"
"705","0.007419","0.000480","0.002234","0.001846"
"706","0.007568","0.000522","0.001888","0.001820"
"707","0.007559","0.000338","0.001776","0.001826"
"708","0.007446","0.000728","0.001469","0.001261"
"709","0.007011","0.000172","0.001598","0.001061"
"710","0.006939","0.000039","0.001211","0.001299"
"711","0.006986","0.000381","0.001234","0.001732"
"712","0.006431","0.000468","0.001186","0.001406"
"713","0.006048","0.000202","0.001329","0.001711"
"714","0.006288","0.000142","0.001525","0.001246"
"715","0.006625","0.000047","0.001295","0.001645"
"716","0.006708","0.000182","0.001154","0.001897"
"717","0.006661","0.000556","0.000725","0.001650"
"718","0.006811","0.000540","0.000565","0.001910"
"719","0.006567","0.000602","0.000765","0.002111"
"720","0.006535","0.000134","0.000215","0.001762"
"721","0.006211","0.000159","0.000434","0.001300"
"722","0.006547","0.000253","0.000148","0.001386"
"723","0.006571","0.000576","0.000151","0.001218"
"724","0.006907","0.000344","0.000173","0.001118"
"725","0.007249","0.000260","0.000286","0.000687"
"726","0.007222","0.000012","0.000022","0.000582"
"727","0.007652","0.000205","0.000382","0.000423"
"728","0.007797","0.000130","0.000028","0.000100"
"729","0.008058","0.000581","0.000338","0.000058"
"730","0.008183","0.000126","0.000022","0.000100"
"731","0.008385","0.000154","0.000244","0.000252"
"732","0.008369","0.000625","0.000263","0.000109"
"733","0.008268","0.000784","0.000123","0.000440"
"734","0.007898","0.000687","0.000135","0.000197"
"735","0.007655","0.000471","0.000426","0.000086"
"736","0.007582","0.000799","0.000279","0.000498"
"737","0.008074","0.000638","0.000625","0.000257"
"738","0.007791","0.000412","0.000671","0.000037"
"739","0.007321","0.000600","0.000479","0.000102"
"740","0.006788","0.000665","0.000341","0.000410"
"741","0.006468","0.001201","0.000062","0.000721"
"742","0.006681","0.000811","0.000232","0.000906"
"743","0.007045","0.000886","0.000239","0.000398"
"744","0.007512","0.000663","0.000474","0.000143"
"745","0.007906","0.000981","0.000273","0.000605"
"746","0.008268","0.000845","0.000124","0.000425"
"747","0.008313","0.000718","0.000077","0.000576"
"748","0.008175","0.001083","0.000343","0.000884"
"749","0.008038","0.001092","0.000210","0.000746"
"750","0.008099","0.000883","0.000127","0.000508"
"751","0.008218","0.000537","0.000627","0.000006"
"752","0.008101","0.000710","0.000957","0.000080"
"753","0.008386","0.001259","0.000766","0.000348"
"754","0.007906","0.000917","0.001043","0.000289"
"755","0.007363","0.000993","0.000866","0.000648"
"756","0.007121","0.000898","0.000807","0.000218"
"757","0.006789","0.001326","0.000697","0.000075"
"758","0.006727","0.000844","0.000540","0.000415"
"759","0.006881","0.000776","0.000811","0.000542"
"760","0.006455","0.001114","0.001072","0.000546"
"761","0.005972","0.001280","0.000969","0.000494"
"762","0.005735","0.001055","0.000861","0.000218"
"763","0.005945","0.000791","0.000707","0.000036"
"764","0.005526","0.001024","0.000645","0.000074"
"765","0.005765","0.000889","0.000933","0.000204"
"766","0.005945","0.000575","0.000900","0.000108"
"767","0.005766","0.000127","0.001096","0.000524"
"768","0.005902","0.000142","0.000824","0.000333"
"769","0.005415","0.000618","0.001336","0.000463"
"770","0.005657","0.000680","0.001224","0.000732"
"771","0.005571","0.000634","0.001671","0.000959"
"772","0.005662","0.000398","0.001993","0.001385"
"773","0.005341","0.000690","0.001885","0.001511"
"774","0.004964","0.000456","0.001519","0.001215"
"775","0.004486","0.000255","0.001697","0.000888"
"776","0.004115","0.000493","0.001380","0.001154"
"777","0.004356","0.000506","0.001454","0.001578"
"778","0.004350","0.000984","0.001195","0.001664"
"779","0.004455","0.000606","0.000750","0.001839"
"780","0.003902","0.000694","0.000839","0.002087"
"781","0.003941","0.000430","0.000877","0.001632"
"782","0.003616","0.000663","0.000703","0.001689"
"783","0.003485","0.000599","0.000397","0.001311"
"784","0.003026","0.000464","0.000163","0.000826"
"785","0.002654","0.000828","0.000264","0.001278"
"786","0.002572","0.000758","0.000099","0.001494"
"787","0.002309","0.000591","0.000542","0.001032"
"788","0.002466","0.000236","0.000241","0.001100"
"789","0.002279","0.000376","0.000347","0.001211"
"790","0.002102","0.000909","0.000378","0.000769"
"791","0.001633","0.000591","0.000017","0.000490"
"792","0.001714","0.000708","0.000203","0.000579"
"793","0.001577","0.000574","0.000065","0.000552"
"794","0.001852","0.000943","0.000296","0.000768"
"795","0.001406","0.000477","0.000505","0.000726"
"796","0.000945","0.000420","0.000405","0.000992"
"797","0.001311","0.000794","0.000339","0.001424"
"798","0.000928","0.000887","0.000248","0.001109"
"799","0.000885","0.000723","0.000501","0.000843"
"800","0.000927","0.000456","0.000287","0.000516"
"801","0.001134","0.000684","0.000103","0.000774"
"802","0.000811","0.000489","0.000150","0.000416"
"803","0.001035","0.000211","0.000274","0.000527"
"804","0.001024","0.000309","0.000265","0.000377"
"805","0.001209","0.000296","0.000221","0.000095"
"806","0.001489","0.000749","0.000129","0.000217"
"807","0.001609","0.000335","0.000392","0.000070"
"808","0.001793","0.000323","0.000265","0.000023"
"809","0.002102","0.000060","0.000031","0.000231"
"810","0.002294","0.000296","0.000123","0.000295"
"811","0.001912","0.000105","0.000294","0.000115"
"812","0.002180","0.000085","0.000094","0.000065"
"813","0.002294","0.000180","0.000073","0.000522"
"814","0.002617","0.000133","0.000069","0.000090"
"815","0.002685","0.000128","0.000144","0.000061"
"816","0.002165","0.000501","0.000396","0.000466"
"817","0.002483","0.000418","0.000179","0.000386"
"818","0.002614","0.000053","0.000108","0.000427"
"819","0.002286","0.000319","0.000522","0.000024"
"820","0.002263","0.000326","0.000706","0.000412"
"821","0.002080","0.000480","0.000226","0.000079"
"822","0.002261","0.000141","0.000091","0.000564"
"823","0.002207","0.000287","0.000095","0.000438"
"824","0.001854","0.000425","0.000140","0.000086"
"825","0.001512","0.000177","0.000395","0.000404"
"826","0.001208","0.000086","0.000328","0.000121"
"827","0.001628","0.000406","0.000665","0.000205"
"828","0.001521","0.000100","0.000770","0.000413"
"829","0.001076","0.000238","0.000697","0.000530"
"830","0.001064","0.000059","0.000779","0.000726"
"831","0.000710","0.000353","0.001265","0.000571"
"832","0.000208","0.000312","0.001304","0.000917"
"833","0.000533","0.000250","0.001602","0.001083"
"834","0.000456","0.000634","0.001103","0.001345"
"835","0.000258","0.000648","0.000789","0.001363"
"836","0.000476","0.000530","0.000612","0.001772"
"837","0.000345","0.000253","0.000747","0.001901"
"838","0.000761","0.000455","0.000565","0.001739"
"839","0.000860","0.000972","0.000685","0.001910"
"840","0.000845","0.000717","0.000850","0.001689"
"841","0.000790","0.000863","0.000719","0.001732"
"842","0.000735","0.000810","0.000960","0.001744"
"843","0.000233","0.001216","0.001433","0.001575"
"844","0.000451","0.000815","0.000998","0.001234"
"845","0.000884","0.000818","0.001447","0.001173"
"846","0.000774","0.001187","0.001590","0.000845"
"847","0.000818","0.001353","0.001515","0.001045"
"848","0.000650","0.001223","0.001576","0.001098"
"849","0.000933","0.001029","0.001235","0.001133"
"850","0.000905","0.001298","0.001154","0.001211"
"851","0.001053","0.001186","0.001070","0.001330"
"852","0.001430","0.000961","0.001205","0.001727"
"853","0.001429","0.001069","0.001720","0.001834"
"854","0.001288","0.001127","0.002016","0.002087"
"855","0.001381","0.001588","0.002208","0.002243"
"856","0.001266","0.001235","0.001972","0.002183"
"857","0.001415","0.001266","0.002146","0.002245"
"858","0.001514","0.001082","0.002023","0.002159"
"859","0.001706","0.001372","0.002356","0.002157"
"860","0.001365","0.000901","0.002294","0.002372"
"861","0.001183","0.000775","0.002110","0.002638"
"862","0.000962","0.001058","0.002018","0.002315"
"863","0.001144","0.001089","0.002195","0.001820"
"864","0.000670","0.000871","0.002416","0.002090"
"865","0.000672","0.000566","0.001973","0.002317"
"866","0.000627","0.000704","0.002071","0.001881"
"867","0.000523","0.000478","0.002079","0.001958"
"868","0.000711","0.000161","0.001792","0.001552"
"869","0.000859","0.000181","0.002160","0.001589"
"870","0.000935","0.000101","0.002192","0.001810"
"871","0.001184","0.000471","0.002177","0.001930"
"872","0.000816","0.000043","0.002412","0.002103"
"873","0.000595","0.000042","0.002139","0.002285"
"874","0.000849","0.000336","0.002224","0.002251"
"875","0.000976","0.000177","0.002386","0.002126"
"876","0.000924","0.000314","0.002446","0.002237"
"877","0.000734","0.000073","0.002246","0.002482"
"878","0.000918","0.000248","0.002222","0.002395"
"879","0.001067","0.000149","0.002492","0.002037"
"880","0.000965","0.000490","0.002448","0.002390"
"881","0.001170","0.000098","0.002394","0.002333"
"882","0.001192","0.000101","0.002196","0.002231"
"883","0.001148","0.000493","0.002107","0.001796"
"884","0.000894","0.000582","0.002228","0.001755"
"885","0.000506","0.000503","0.002556","0.001573"
"886","0.000671","0.000299","0.002359","0.001977"
"887","0.000932","0.000551","0.001961","0.002209"
"888","0.000676","0.000377","0.001778","0.002147"
"889","0.000815","0.000180","0.001493","0.001812"
"890","0.000458","0.000344","0.001640","0.001920"
"891","0.000806","0.000366","0.001435","0.001992"
"892","0.000813","0.000795","0.001267","0.001664"
"893","0.000973","0.000457","0.001634","0.001669"
"894","0.001265","0.000510","0.001800","0.001585"
"895","0.001437","0.000294","0.002234","0.001176"
"896","0.001035","0.000523","0.001875","0.001447"
"897","0.001272","0.000420","0.001995","0.001769"
"898","0.000953","0.000294","0.001805","0.001350"
"899","0.001069","0.000592","0.002134","0.001534"
"900","0.001474","0.000559","0.001846","0.001372"
"901","0.001846","0.000383","0.001965","0.001737"
"902","0.002033","0.000074","0.002207","0.001752"
"903","0.001921","0.000195","0.002170","0.001617"
"904","0.002251","0.000653","0.002609","0.001945"
"905","0.002000","0.000358","0.002917","0.001840"
"906","0.001975","0.000423","0.002705","0.001929"
"907","0.001487","0.000315","0.002506","0.001739"
"908","0.001494","0.000649","0.002180","0.001937"
"909","0.001649","0.000235","0.002014","0.001710"
"910","0.001621","0.000166","0.001889","0.001482"
"911","0.001249","0.000457","0.001999","0.001457"
"912","0.001437","0.000560","0.002386","0.001109"
"913","0.001276","0.000377","0.002618","0.001396"
"914","0.001058","0.000139","0.002666","0.001250"
"915","0.001321","0.000322","0.002572","0.001313"
"916","0.001602","0.000173","0.002479","0.001048"
"917","0.001252","0.000094","0.002534","0.000848"
"918","0.001355","0.000056","0.002415","0.000660"
"919","0.001528","0.000068","0.002499","0.000598"
"920","0.001739","0.000321","0.002224","0.000721"
"921","0.001705","0.000053","0.001928","0.001011"
"922","0.001929","0.000094","0.002366","0.000991"
"923","0.002119","0.000317","0.002306","0.000792"
"924","0.002431","0.000100","0.002160","0.000745"
"925","0.002405","0.000377","0.002289","0.000918"
"926","0.002639","0.000195","0.002689","0.000999"
"927","0.002592","0.000395","0.003050","0.001067"
"928","0.002181","0.000370","0.003295","0.000967"
"929","0.001787","0.000746","0.003012","0.000986"
"930","0.001619","0.000414","0.002769","0.000649"
"931","0.001663","0.000471","0.002702","0.000208"
"932","0.001678","0.000858","0.002673","0.000065"
"933","0.001615","0.001013","0.002497","0.000143"
"934","0.001636","0.000964","0.002250","0.000488"
"935","0.002071","0.000827","0.002077","0.000594"
"936","0.002259","0.001117","0.002407","0.000963"
"937","0.001894","0.001018","0.002490","0.000554"
"938","0.001804","0.000871","0.002174","0.000212"
"939","0.001668","0.001041","0.002019","0.000577"
"940","0.001881","0.001128","0.002069","0.000344"
"941","0.001750","0.001565","0.002364","0.000182"
"942","0.001650","0.001284","0.002203","0.000290"
"943","0.001906","0.001376","0.002128","0.000473"
"944","0.001906","0.001232","0.002182","0.000097"
"945","0.001997","0.001511","0.002548","0.000327"
"946","0.002150","0.001106","0.002373","0.000095"
"947","0.002297","0.001039","0.002511","0.000163"
"948","0.002092","0.001353","0.002375","0.000128"
"949","0.002503","0.001392","0.002399","0.000064"
"950","0.002456","0.001253","0.002261","0.000216"
"951","0.002098","0.001008","0.002148","0.000161"
"952","0.002275","0.001180","0.002164","0.000046"
"953","0.002630","0.000980","0.002550","0.000004"
"954","0.002690","0.000737","0.002844","0.000076"
"955","0.002736","0.000825","0.003294","0.000189"
"956","0.002828","0.000785","0.003176","0.000182"
"957","0.002412","0.001149","0.003098","0.000084"
"958","0.002503","0.000789","0.003357","0.000018"
"959","0.002420","0.000768","0.003255","0.000246"
"960","0.002626","0.000520","0.003391","0.000303"
"961","0.002897","0.000686","0.003474","0.000241"
"962","0.002803","0.000531","0.003125","0.000553"
"963","0.002997","0.000353","0.003274","0.000613"
"964","0.003383","0.000570","0.003554","0.000176"
"965","0.003775","0.000494","0.003561","0.000256"
"966","0.003546","0.000270","0.003767","0.000076"
"967","0.003661","0.000062","0.004100","0.000401"
"968","0.003720","0.000014","0.004025","0.000819"
"969","0.004035","0.000382","0.003855","0.000923"
"970","0.004250","0.000059","0.003630","0.001200"
"971","0.004463","0.000052","0.003423","0.001258"
"972","0.004161","0.000104","0.003583","0.001345"
"973","0.004143","0.000160","0.003364","0.001220"
"974","0.004151","0.000260","0.003436","0.001308"
"975","0.004195","0.000389","0.003451","0.001343"
"976","0.003776","0.000173","0.003246","0.001360"
"977","0.003625","0.000129","0.003520","0.001676"
"978","0.003587","0.000269","0.003232","0.001454"
"979","0.003434","0.000005","0.003541","0.001064"
"980","0.003829","0.000099","0.003642","0.000976"
"981","0.003890","0.000082","0.003378","0.001228"
"982","0.003808","0.000131","0.003012","0.001209"
"983","0.003678","0.000105","0.003209","0.000916"
"984","0.003762","0.000031","0.002976","0.000846"
"985","0.003668","0.000348","0.002846","0.000843"
"986","0.003573","0.000322","0.003027","0.000899"
"987","0.003722","0.000218","0.003116","0.000489"
"988","0.003352","0.000038","0.003433","0.000446"
"989","0.003488","0.000107","0.003206","0.000543"
"990","0.003205","0.000543","0.003101","0.000665"
"991","0.003534","0.000316","0.002704","0.000619"
"992","0.003784","0.000439","0.002568","0.000470"
"993","0.003606","0.000364","0.002751","0.000455"
"994","0.003858","0.000684","0.002682","0.000573"
"995","0.004146","0.000333","0.002913","0.000902"
"996","0.003911","0.000321","0.002940","0.001154"
"997","0.003770","0.000640","0.002667","0.001128"
"998","0.003987","0.000745","0.002341","0.000974"
"999","0.004091","0.000639","0.002251","0.000781"
"1000","0.004200","0.000455","0.002105","0.000862"

